,State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,city,city_ascii,state_name,county_fips,county_name,population,density,source,incorporated,ranking,isMetro,areaname,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost,median_family_income
2700,PENNSYLVANIA,ROSSLYN FARMS,413,0,0.0,0,0,0,0,0,0,0,ROSSLYN FARMS,Rosslyn Farms,PENNSYLVANIA,42003,ALLEGHENY,420,289,polygon,True,3,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2710,PENNSYLVANIA,CARNEGIE,"7,828",26,0.0,0,8,18,180,13,154,13,CARNEGIE,Carnegie,PENNSYLVANIA,42003,ALLEGHENY,7806,1862,polygon,True,3,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2720,PENNSYLVANIA,LEETSDALE,"1,173",2,0.0,0,0,2,28,5,21,2,LEETSDALE,Leetsdale,PENNSYLVANIA,42003,ALLEGHENY,1157,446,polygon,True,3,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2730,PENNSYLVANIA,BLAWNOX,"1,379",2,0.0,0,0,2,1,0,1,0,BLAWNOX,Blawnox,PENNSYLVANIA,42003,ALLEGHENY,1388,1807,polygon,True,3,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2740,PENNSYLVANIA,BRENTWOOD,"9,291",20,0.0,1,2,17,96,17,73,6,BRENTWOOD,Brentwood,PENNSYLVANIA,42003,ALLEGHENY,9268,2472,polygon,True,2,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2750,PENNSYLVANIA,WILKINSBURG,"15,389",120,11.0,6,22,81,403,75,262,66,WILKINSBURG,Wilkinsburg,PENNSYLVANIA,42003,ALLEGHENY,15292,2622,polygon,True,2,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2760,PENNSYLVANIA,MCKEESPORT,"20,765",318,7.0,10,32,269,573,160,371,42,MCKEESPORT,McKeesport,PENNSYLVANIA,42003,ALLEGHENY,19009,1454,polygon,True,3,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2770,PENNSYLVANIA,SWISSVALE,"8,652",17,1.0,0,4,12,149,20,120,9,SWISSVALE,Swissvale,PENNSYLVANIA,42003,ALLEGHENY,8647,2777,polygon,True,2,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2780,PENNSYLVANIA,SPRINGDALE,"3,294",12,0.0,2,3,7,45,14,30,1,SPRINGDALE,Springdale,PENNSYLVANIA,42003,ALLEGHENY,3288,1359,polygon,True,3,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2790,PENNSYLVANIA,AVALON,"4,539",18,0.0,2,1,15,51,8,41,2,AVALON,Avalon,PENNSYLVANIA,42003,ALLEGHENY,4537,2840,polygon,True,2,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2800,PENNSYLVANIA,ETNA,"3,324",6,0.0,0,1,5,44,4,35,5,ETNA,Etna,PENNSYLVANIA,42003,ALLEGHENY,3308,1748,polygon,True,3,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2810,PENNSYLVANIA,BRADDOCK,"2,107",3,0.0,0,1,2,48,13,26,9,BRADDOCK,Braddock,PENNSYLVANIA,42003,ALLEGHENY,2105,1443,polygon,True,3,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2820,PENNSYLVANIA,EDGEWORTH,"1,647",0,0.0,0,0,0,0,0,0,0,EDGEWORTH,Edgeworth,PENNSYLVANIA,42003,ALLEGHENY,1647,424,polygon,True,3,True,"Pittsburgh, PA HUD Metro FMR Area",2p2c,11997.60792,9624.26664,13287.1728,10563.48408,7834.45752,8824.07808,81142.6116,87770.0078125
2831,INDIANA,FORT WAYNE,"269,366",974,26.0,145,357,446,"7,437",990,"5,879",568,FORT WAYNE,Fort Wayne,INDIANA,18003,ALLEN,334122,943,polygon,True,2,False,"Allen County, KS",2p2c,8616.0,9174.53544,14681.0592,16265.766,6446.21268,6535.0818,70586.976,60393.80078125
2881,INDIANA,NEW HAVEN,"15,821",47,2.0,6,15,24,326,42,244,40,NEW HAVEN,New Haven,INDIANA,18003,ALLEN,15922,515,polygon,True,3,False,"Allen County, KS",2p2c,8616.0,9174.53544,14681.0592,16265.766,6446.21268,6535.0818,70586.976,60393.80078125
2931,LOUISIANA,KINDER,"2,388",10,0.0,2,3,5,94,12,76,6,KINDER,Kinder,LOUISIANA,22003,ALLEN,2368,165,polygon,True,3,False,"Allen County, KS",2p2c,8616.0,9174.53544,14681.0592,16265.766,6446.21268,6535.0818,70586.976,60393.80078125
2981,KANSAS,LA HARPE,523,0,0.0,0,0,0,0,0,0,0,LA HARPE,La Harpe,KANSAS,20001,ALLEN,530,254,polygon,True,3,False,"Allen County, KS",2p2c,8616.0,9174.53544,14681.0592,16265.766,6446.21268,6535.0818,70586.976,60393.80078125
3031,OHIO,LIMA,"36,653",259,4.0,59,64,132,"1,493",392,"1,037",64,LIMA,Lima,OHIO,39003,ALLEN,68878,1045,polygon,True,3,False,"Allen County, KS",2p2c,8616.0,9174.53544,14681.0592,16265.766,6446.21268,6535.0818,70586.976,60393.80078125
3081,KENTUCKY,SCOTTSVILLE,"4,520",8,1.0,0,1,6,151,28,107,16,SCOTTSVILLE,Scottsville,KENTUCKY,21003,ALLEN,4568,287,polygon,True,3,False,"Allen County, KS",2p2c,8616.0,9174.53544,14681.0592,16265.766,6446.21268,6535.0818,70586.976,60393.80078125
3131,KANSAS,IOLA,"5,265",23,0.0,4,1,18,170,39,119,12,IOLA,Iola,KANSAS,20001,ALLEN,5288,454,polygon,True,3,False,"Allen County, KS",2p2c,8616.0,9174.53544,14681.0592,16265.766,6446.21268,6535.0818,70586.976,60393.80078125
3186,SOUTH CAROLINA,ALLENDALE,"2,924",76,1.0,2,4,69,136,52,68,16,ALLENDALE,Allendale,SOUTH CAROLINA,45005,ALLENDALE,2924,341,polygon,True,3,False,"Allendale County, SC",2p2c,8148.0,8784.76752,13777.4112,13219.8012,6135.40944,3811.63296,60670.7928,49944.8203125
3190,MICHIGAN,ALPENA,"9,901",58,0.0,20,1,37,159,30,122,7,ALPENA,Alpena,MICHIGAN,26007,ALPENA,13541,470,polygon,True,3,False,"Alpena County, MI",2p2c,8808.0,9114.5706,14271.8232,12924.7524,6494.0544,7199.06256,72616.1424,57685.03515625
3204,CALIFORNIA,JACKSON,"4,797",30,0.0,3,0,27,133,15,107,11,JACKSON,Jackson,CALIFORNIA,6005,AMADOR,7550,519,polygon,True,3,False,"Amador County, CA",2p2c,13788.0,12592.4988,17516.25,16712.364,9558.69576,9776.0076,92165.1324,79965.1015625
3214,CALIFORNIA,IONE,"8,454",11,0.0,1,1,9,46,9,35,2,IONE,Ione,CALIFORNIA,6005,AMADOR,8568,721,polygon,True,3,False,"Amador County, CA",2p2c,13788.0,12592.4988,17516.25,16712.364,9558.69576,9776.0076,92165.1324,79965.1015625
3224,CALIFORNIA,SUTTER CREEK,"2,624",3,0.0,1,0,2,44,8,30,6,SUTTER CREEK,Sutter Creek,CALIFORNIA,6005,AMADOR,2622,375,polygon,True,3,False,"Amador County, CA",2p2c,13788.0,12592.4988,17516.25,16712.364,9558.69576,9776.0076,92165.1324,79965.1015625
3231,VIRGINIA,AMHERST,"2,179",3,0.0,1,0,2,14,3,11,0,AMHERST,Amherst,VIRGINIA,51009,AMHERST,2180,171,polygon,True,3,True,"Lynchburg, VA MSA",2p2c,8364.70236,8844.73248,15209.2044,16420.9908,6235.65744,8406.41376,76973.0856,72444.6328125
3249,KANSAS,COLONY,410,1,0.0,0,0,1,2,2,0,0,COLONY,Colony,KANSAS,20003,ANDERSON,414,330,polygon,True,3,False,"Anderson County, KY",2p2c,8976.0,8394.999,15671.9124,14153.8476,6294.19776,7883.2302,72535.0368,69496.6171875
3299,TEXAS,FRANKSTON,"1,180",2,0.0,1,0,1,27,4,19,4,FRANKSTON,Frankston,TEXAS,48001,ANDERSON,1170,182,polygon,True,3,False,"Anderson County, KY",2p2c,8976.0,8394.999,15671.9124,14153.8476,6294.19776,7883.2302,72535.0368,69496.6171875
3349,SOUTH CAROLINA,HONEA PATH,"3,810",12,0.0,1,1,10,146,17,109,20,HONEA PATH,Honea Path,SOUTH CAROLINA,45007,ANDERSON,3826,420,polygon,True,3,False,"Anderson County, KY",2p2c,8976.0,8394.999,15671.9124,14153.8476,6294.19776,7883.2302,72535.0368,69496.6171875
3399,TENNESSEE,NORRIS,"1,609",6,0.0,0,0,6,16,3,11,2,NORRIS,Norris,TENNESSEE,47001,ANDERSON,3229,74,polygon,True,3,False,"Anderson County, KY",2p2c,8976.0,8394.999,15671.9124,14153.8476,6294.19776,7883.2302,72535.0368,69496.6171875
3449,TENNESSEE,CLINTON,"10,062",45,0.0,2,6,37,324,39,249,36,CLINTON,Clinton,TENNESSEE,47001,ANDERSON,10075,334,polygon,True,3,False,"Anderson County, KY",2p2c,8976.0,8394.999,15671.9124,14153.8476,6294.19776,7883.2302,72535.0368,69496.6171875
3499,SOUTH CAROLINA,WILLIAMSTON,"4,249",31,0.0,2,5,24,85,6,69,10,WILLIAMSTON,Williamston,SOUTH CAROLINA,45007,ANDERSON,4260,445,polygon,True,3,False,"Anderson County, KY",2p2c,8976.0,8394.999,15671.9124,14153.8476,6294.19776,7883.2302,72535.0368,69496.6171875
3549,KANSAS,GARNETT,"3,244",7,1.0,0,0,6,67,21,40,6,GARNETT,Garnett,KANSAS,20003,ANDERSON,3235,405,polygon,True,3,False,"Anderson County, KY",2p2c,8976.0,8394.999,15671.9124,14153.8476,6294.19776,7883.2302,72535.0368,69496.6171875
3599,SOUTH CAROLINA,BELTON,"4,434",15,1.0,1,2,11,156,34,100,22,BELTON,Belton,SOUTH CAROLINA,45007,ANDERSON,5865,455,polygon,True,3,False,"Anderson County, KY",2p2c,8976.0,8394.999,15671.9124,14153.8476,6294.19776,7883.2302,72535.0368,69496.6171875
3649,TEXAS,PALESTINE,"18,062",99,0.0,19,10,70,449,95,322,32,PALESTINE,Palestine,TEXAS,48001,ANDERSON,18243,352,polygon,True,3,False,"Anderson County, KY",2p2c,8976.0,8394.999,15671.9124,14153.8476,6294.19776,7883.2302,72535.0368,69496.6171875
3699,SOUTH CAROLINA,IVA,"1,311",4,0.0,2,0,2,42,8,28,6,IVA,Iva,SOUTH CAROLINA,45007,ANDERSON,1325,555,polygon,True,3,False,"Anderson County, KY",2p2c,8976.0,8394.999,15671.9124,14153.8476,6294.19776,7883.2302,72535.0368,69496.6171875
3749,KENTUCKY,LAWRENCEBURG,"11,538",4,0.0,1,0,3,123,35,56,32,LAWRENCEBURG,Lawrenceburg,KENTUCKY,21005,ANDERSON,13666,737,polygon,True,3,False,"Anderson County, KY",2p2c,8976.0,8394.999,15671.9124,14153.8476,6294.19776,7883.2302,72535.0368,69496.6171875
3799,TENNESSEE,OAK RIDGE,"29,084",112,0.0,22,9,81,671,97,523,51,OAK RIDGE,Oak Ridge,TENNESSEE,47001,ANDERSON,29156,132,polygon,True,3,False,"Anderson County, KY",2p2c,8976.0,8394.999,15671.9124,14153.8476,6294.19776,7883.2302,72535.0368,69496.6171875
3849,MISSOURI,SAVANNAH,"5,212",1,0.0,0,0,1,43,6,28,9,SAVANNAH,Savannah,MISSOURI,29003,ANDREW,5307,620,polygon,True,3,True,"St. Joseph, MO-KS MSA",2p2c,10233.3918,8574.89136,15221.4612,19969.272,6814.98264,9568.61724,83936.748,75624.7109375
3851,MAINE,LEWISTON,"35,865",107,0.0,31,18,58,716,122,555,39,LEWISTON,Lewiston,MAINE,23001,ANDROSCOGGIN,58802,409,polygon,True,3,True,"Lewiston-Auburn, ME MSA",2p2c,11364.0,11003.4456,13704.066,15054.0936,8104.60764,8114.71872,79991.9352,69864.21875
3861,MAINE,AUBURN,"23,214",34,1.0,13,5,15,511,56,445,10,AUBURN,Auburn,MAINE,23001,ANDROSCOGGIN,23414,152,polygon,True,3,True,"Lewiston-Auburn, ME MSA",2p2c,11364.0,11003.4456,13704.066,15054.0936,8104.60764,8114.71872,79991.9352,69864.21875
3873,TEXAS,HUNTINGTON,"2,107",3,0.0,0,0,3,26,13,11,2,HUNTINGTON,Huntington,TEXAS,48005,ANGELINA,2111,296,polygon,True,3,False,"Angelina County, TX",2p2c,10452.0,8424.9822,13900.1964,16453.0416,6839.87472,4693.84392,69416.7828,59067.140625
3883,TEXAS,HUDSON,"4,909",6,0.0,0,0,6,66,30,31,5,HUDSON,Hudson,TEXAS,48005,ANGELINA,5005,381,polygon,True,3,False,"Angelina County, TX",2p2c,10452.0,8424.9822,13900.1964,16453.0416,6839.87472,4693.84392,69416.7828,59067.140625
3896,MARYLAND,ANNAPOLIS,"39,277",252,4.0,11,67,170,924,98,734,92,ANNAPOLIS,Annapolis,MARYLAND,24003,ANNE ARUNDEL,39223,2100,polygon,True,2,True,"Baltimore-Columbia-Towson, MD MSA",2p2c,21057.8352,10313.85576,14893.9728,10780.78416,11367.20064,12920.9844,100099.1484,119051.2421875
3902,NORTH CAROLINA,WADESBORO,"5,228",99,0.0,6,16,77,336,77,247,12,WADESBORO,Wadesboro,NORTH CAROLINA,37007,ANSON,5275,309,polygon,True,3,False,"Anson County, NC",2p2c,8316.0,8394.999,13898.04,15303.444,6055.05396,6650.34744,69209.6952,52531.39453125
3916,MICHIGAN,MANCELONA,"1,364",0,0.0,0,0,0,0,0,0,0,MANCELONA,Mancelona,MICHIGAN,26009,ANTRIM,1366,525,polygon,True,3,False,"Antrim County, MI",2p2c,8808.0,10463.7678,15368.7624,12385.8804,6982.92192,7853.67996,75790.4184,68512.9140625
3926,MICHIGAN,ELK RAPIDS,"1,618",0,0.0,0,0,0,0,0,0,0,ELK RAPIDS,Elk Rapids,MICHIGAN,26009,ANTRIM,1615,377,polygon,True,3,False,"Antrim County, MI",2p2c,8808.0,10463.7678,15368.7624,12385.8804,6982.92192,7853.67996,75790.4184,68512.9140625
3936,MICHIGAN,CENTRAL LAKE,938,0,0.0,0,0,0,0,0,0,0,CENTRAL LAKE,Central Lake,MICHIGAN,26009,ANTRIM,939,361,polygon,True,3,False,"Antrim County, MI",2p2c,8808.0,10463.7678,15368.7624,12385.8804,6982.92192,7853.67996,75790.4184,68512.9140625
3946,MICHIGAN,BELLAIRE,"1,067",0,0.0,0,0,0,0,0,0,0,BELLAIRE,Bellaire,MICHIGAN,26009,ANTRIM,1066,220,polygon,True,3,False,"Antrim County, MI",2p2c,8808.0,10463.7678,15368.7624,12385.8804,6982.92192,7853.67996,75790.4184,68512.9140625
3952,ARIZONA,SPRINGERVILLE,"1,984",0,0.0,0,0,0,11,4,7,0,SPRINGERVILLE,Springerville,ARIZONA,4001,APACHE,1978,66,polygon,True,3,False,"Apache County, AZ",2p2c,9420.0,9654.24972,14976.792,20233.002,6911.35248,7842.7266,81151.7988,42365.81640625
3962,ARIZONA,ST. JOHNS,"3,520",12,1.0,4,1,6,59,29,29,1,ST. JOHNS,St. Johns,ARIZONA,4001,APACHE,3512,52,polygon,True,3,False,"Apache County, AZ",2p2c,9420.0,9654.24972,14976.792,20233.002,6911.35248,7842.7266,81151.7988,42365.81640625
3977,IOWA,CENTERVILLE,"5,459",13,0.0,2,1,10,129,35,88,6,CENTERVILLE,Centerville,IOWA,19007,APPANOOSE,5445,436,polygon,True,3,False,"Appanoose County, IA",2p2c,8580.0,7705.40988,14928.0792,14002.5,5900.8458,6756.5742,68090.256,54523.4375
3983,COLORADO,SHERIDAN,"6,233",28,0.0,4,7,17,450,37,369,44,SHERIDAN,Sheridan,COLORADO,8005,ARAPAHOE,6183,1075,polygon,True,3,True,"Denver-Aurora-Lakewood, CO MSA",2p2c,19425.5268,10223.90988,14626.0284,11879.78472,10743.16044,13265.5152,101250.4104,96874.875
3993,COLORADO,GLENDALE,"5,289",50,1.0,5,14,30,936,22,833,81,GLENDALE,Glendale,COLORADO,8005,ARAPAHOE,5141,3444,polygon,True,2,True,"Denver-Aurora-Lakewood, CO MSA",2p2c,19425.5268,10223.90988,14626.0284,11879.78472,10743.16044,13265.5152,101250.4104,96874.875
4003,COLORADO,ENGLEWOOD,"35,273",72,1.0,8,19,44,"1,843",108,"1,432",303,ENGLEWOOD,Englewood,COLORADO,8005,ARAPAHOE,34917,2057,polygon,True,2,True,"Denver-Aurora-Lakewood, CO MSA",2p2c,19425.5268,10223.90988,14626.0284,11879.78472,10743.16044,13265.5152,101250.4104,96874.875
4013,COLORADO,CHERRY HILLS VILLAGE,"6,734",3,0.0,2,0,1,74,17,52,5,CHERRY HILLS VILLAGE,Cherry Hills Village,COLORADO,8005,ARAPAHOE,6647,413,polygon,True,3,True,"Denver-Aurora-Lakewood, CO MSA",2p2c,19425.5268,10223.90988,14626.0284,11879.78472,10743.16044,13265.5152,101250.4104,96874.875
4023,COLORADO,BOW MAR,959,0,0.0,0,0,0,10,3,6,1,BOW MAR,Bow Mar,COLORADO,8005,ARAPAHOE,942,547,polygon,True,3,True,"Denver-Aurora-Lakewood, CO MSA",2p2c,19425.5268,10223.90988,14626.0284,11879.78472,10743.16044,13265.5152,101250.4104,96874.875
4033,COLORADO,LITTLETON,"48,831",43,0.0,20,13,10,"1,372",211,974,187,LITTLETON,Littleton,COLORADO,8005,ARAPAHOE,48065,1469,polygon,True,3,True,"Denver-Aurora-Lakewood, CO MSA",2p2c,19425.5268,10223.90988,14626.0284,11879.78472,10743.16044,13265.5152,101250.4104,96874.875
4043,COLORADO,COLUMBINE VALLEY,"1,519",0,0.0,0,0,0,7,1,6,0,COLUMBINE VALLEY,Columbine Valley,COLORADO,8005,ARAPAHOE,1499,581,polygon,True,3,True,"Denver-Aurora-Lakewood, CO MSA",2p2c,19425.5268,10223.90988,14626.0284,11879.78472,10743.16044,13265.5152,101250.4104,96874.875
4053,TEXAS,ARCHER CITY,"1,732",6,0.0,3,0,3,2,2,0,0,ARCHER CITY,Archer City,TEXAS,48009,ARCHER,1702,299,polygon,True,3,True,"Wichita Falls, TX MSA",2p2c,8053.34112,8664.84012,16007.8296,18863.8824,6057.65628,5350.90608,73156.2132,85916.5859375
4064,COLORADO,PAGOSA SPRINGS,"2,044",5,0.0,1,0,4,44,7,36,1,PAGOSA SPRINGS,Pagosa Springs,COLORADO,8007,ARCHULETA,5927,161,polygon,True,3,False,"Archuleta County, CO",2p2c,12396.0,9894.10548,15570.354,12078.0552,8076.58452,8652.71124,80001.5796,63746.38671875
4076,MICHIGAN,AU GRES,834,0,0.0,0,0,0,0,0,0,0,AU GRES,Au Gres,MICHIGAN,26011,ARENAC,829,140,polygon,True,3,False,"Arenac County, MI",2p2c,8808.0,8544.91044,15321.2184,12852.9024,6287.64408,7276.42968,72990.486,54604.5546875
4084,ARKANSAS,DEWITT,"3,019",28,0.0,6,1,21,84,28,51,5,DEWITT,DeWitt,ARKANSAS,5001,ARKANSAS,3005,387,polygon,True,3,False,"Arkansas County, AR",2p2c,8292.0,9084.58812,13845.396,14477.172,6296.2236,5936.83992,67032.6972,58720.07421875
4094,ARKANSAS,STUTTGART,"8,589",101,1.0,10,5,85,302,69,219,14,STUTTGART,Stuttgart,ARKANSAS,5001,ARKANSAS,8490,437,polygon,True,3,False,"Arkansas County, AR",2p2c,8292.0,9084.58812,13845.396,14477.172,6296.2236,5936.83992,67032.6972,58720.07421875
4104,ARKANSAS,ST. CHARLES,208,0,0.0,0,0,0,3,1,2,0,ST. CHARLES,St. Charles,ARKANSAS,5001,ARKANSAS,212,91,polygon,True,3,False,"Arkansas County, AR",2p2c,8292.0,9084.58812,13845.396,14477.172,6296.2236,5936.83992,67032.6972,58720.07421875
4113,PENNSYLVANIA,WORTHINGTON,592,0,0.0,0,0,0,0,0,0,0,WORTHINGTON,Worthington,PENNSYLVANIA,42005,ARMSTRONG,589,330,polygon,True,3,True,"Amarillo, TX HUD Metro FMR Area",2p2c,12288.7044,9234.49872,15971.7588,16420.9908,7798.7058,6617.37528,80421.6264,81611.109375
4133,PENNSYLVANIA,FORD CITY,"2,770",4,0.0,1,2,1,31,3,25,3,FORD CITY,Ford City,PENNSYLVANIA,42005,ARMSTRONG,2764,1655,polygon,True,3,True,"Amarillo, TX HUD Metro FMR Area",2p2c,12288.7044,9234.49872,15971.7588,16420.9908,7798.7058,6617.37528,80421.6264,81611.109375
4153,PENNSYLVANIA,ELDERTON,338,0,0.0,0,0,0,0,0,0,0,ELDERTON,Elderton,PENNSYLVANIA,42005,ARMSTRONG,335,399,polygon,True,3,True,"Amarillo, TX HUD Metro FMR Area",2p2c,12288.7044,9234.49872,15971.7588,16420.9908,7798.7058,6617.37528,80421.6264,81611.109375
4173,PENNSYLVANIA,WEST KITTANNING,"1,095",0,0.0,0,0,0,0,0,0,0,WEST KITTANNING,West Kittanning,PENNSYLVANIA,42005,ARMSTRONG,1090,982,polygon,True,3,True,"Amarillo, TX HUD Metro FMR Area",2p2c,12288.7044,9234.49872,15971.7588,16420.9908,7798.7058,6617.37528,80421.6264,81611.109375
4193,MAINE,PRESQUE ISLE,"8,918",23,1.0,3,1,18,225,42,171,12,PRESQUE ISLE,Presque Isle,MAINE,23003,AROOSTOOK,9007,45,polygon,True,3,False,"Aroostook County, ME",2p2c,8808.0,10703.62428,14619.186,19080.6624,7069.83108,7756.80468,78395.8764,57900.66796875
4203,MAINE,CARIBOU,"7,548",8,0.0,0,2,6,126,19,97,10,CARIBOU,Caribou,MAINE,23003,AROOSTOOK,7593,36,polygon,True,3,False,"Aroostook County, ME",2p2c,8808.0,10703.62428,14619.186,19080.6624,7069.83108,7756.80468,78395.8764,57900.66796875
4212,LOUISIANA,GONZALES,"10,940",61,2.0,4,13,42,933,39,849,45,GONZALES,Gonzales,LOUISIANA,22005,ASCENSION,10957,462,polygon,True,3,True,"Baton Rouge, LA HUD Metro FMR Area",2p2c,12896.0904,10133.96412,14954.9004,17355.0384,8344.69704,9310.16376,83840.238,95380.84375
4222,NORTH CAROLINA,WEST JEFFERSON,"1,311",2,0.0,1,0,1,70,6,62,2,WEST JEFFERSON,West Jefferson,NORTH CAROLINA,37009,ASHE,1315,231,polygon,True,3,False,"Ashe County, NC",2p2c,8316.0,8574.89136,14479.0068,18141.51,6120.2358,7737.46068,74211.8088,55303.82421875
4233,OHIO,ASHLAND,"20,410",33,1.0,18,2,12,384,50,331,3,ASHLAND,Ashland,OHIO,39005,ASHLAND,20275,693,polygon,True,3,False,"Ashland County, WI",2p2c,8808.0,9954.07032,14573.4012,16517.2416,6798.23808,8807.85936,80915.994,61142.35546875
4253,WISCONSIN,ASHLAND,"7,859",25,0.0,4,0,21,291,29,240,22,ASHLAND,Ashland,WISCONSIN,55003,ASHLAND,7843,226,polygon,True,3,False,"Ashland County, WI",2p2c,8808.0,9954.07032,14573.4012,16517.2416,6798.23808,8807.85936,80915.994,61142.35546875
4273,OHIO,LOUDONVILLE,"2,628",10,0.0,5,0,5,40,5,34,1,LOUDONVILLE,Loudonville,OHIO,39005,ASHLAND,2617,368,polygon,True,3,False,"Ashland County, WI",2p2c,8808.0,9954.07032,14573.4012,16517.2416,6798.23808,8807.85936,80915.994,61142.35546875
4291,ARKANSAS,HAMBURG,"2,636",18,1.0,1,0,16,16,7,8,1,HAMBURG,Hamburg,ARKANSAS,5003,ASHLEY,2603,292,polygon,True,3,False,"Ashley County, AR",2p2c,7848.0,8844.73248,14176.1172,14477.172,6048.43548,5725.60548,66054.2112,57424.21875
4301,ARKANSAS,CROSSETT,"4,846",30,0.0,3,2,25,187,78,102,7,CROSSETT,Crossett,ARKANSAS,5003,ASHLEY,6820,319,polygon,True,3,False,"Ashley County, AR",2p2c,7848.0,8844.73248,14176.1172,14477.172,6048.43548,5725.60548,66054.2112,57424.21875
4313,TEXAS,JOURDANTON,"4,537",1,0.0,0,0,1,10,2,7,1,JOURDANTON,Jourdanton,TEXAS,48013,ATASCOSA,4405,486,polygon,True,3,True,"Atascosa County, TX HUD Metro FMR Area",2p2c,10572.0,7885.30368,14927.1984,16061.742,6687.80928,5248.9296,72574.3944,62603.53125
4323,TEXAS,POTEET,"3,524",6,0.0,1,0,5,76,20,54,2,POTEET,Poteet,TEXAS,48013,ATASCOSA,3507,781,polygon,True,3,True,"Atascosa County, TX HUD Metro FMR Area",2p2c,10572.0,7885.30368,14927.1984,16061.742,6687.80928,5248.9296,72574.3944,62603.53125
4333,TEXAS,LYTLE,"3,073",1,0.0,0,1,0,93,11,69,13,LYTLE,Lytle,TEXAS,48013,ATASCOSA,4275,248,polygon,True,3,True,"Atascosa County, TX HUD Metro FMR Area",2p2c,10572.0,7885.30368,14927.1984,16061.742,6687.80928,5248.9296,72574.3944,62603.53125
4347,MISSOURI,TARKIO,"1,422",0,0.0,0,0,0,4,1,3,0,TARKIO,Tarkio,MISSOURI,29005,ATCHISON,1432,398,polygon,True,3,False,"Atchison County, KS",2p2c,8616.0,9444.375,14769.1308,17523.138,6543.9858,7024.00776,72827.7888,63679.64453125
4367,KANSAS,ATCHISON,"10,509",41,0.0,6,0,35,280,32,236,12,ATCHISON,Atchison,KANSAS,20005,ATCHISON,10613,504,polygon,True,3,False,"Atchison County, KS",2p2c,8616.0,9444.375,14769.1308,17523.138,6543.9858,7024.00776,72827.7888,63679.64453125
4389,OHIO,ATHENS,"24,745",16,0.0,0,5,11,398,30,349,19,ATHENS,Athens,OHIO,39009,ATHENS,29122,964,polygon,True,3,False,"Athens County, OH",2p2c,10104.0,8574.89136,13653.258,14182.1256,6768.09888,6467.04708,72422.8248,64532.9375
4399,OHIO,NELSONVILLE,"5,158",9,0.0,1,1,7,183,50,117,16,NELSONVILLE,Nelsonville,OHIO,39009,ATHENS,6050,405,polygon,True,3,False,"Athens County, OH",2p2c,10104.0,8574.89136,13653.258,14182.1256,6768.09888,6467.04708,72422.8248,64532.9375
4409,OHIO,GLOUSTER,"1,796",3,0.0,0,0,3,34,6,28,0,GLOUSTER,Glouster,OHIO,39009,ATHENS,2626,517,polygon,True,3,False,"Athens County, OH",2p2c,10104.0,8574.89136,13653.258,14182.1256,6768.09888,6467.04708,72422.8248,64532.9375
4414,NEW JERSEY,LINWOOD,"6,697",2,0.0,0,0,2,92,10,78,4,LINWOOD,Linwood,NEW JERSEY,34001,ATLANTIC,6658,674,polygon,True,3,True,"Atlantic City-Hammonton, NJ MSA",2p2c,16812.0,10343.83884,14080.6668,14366.1984,9839.6316,10920.6174,95292.3048,80943.671875
