State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson2
,Gardena,"59,833",324,3,20,131,170,"1,202",236,658,308,6
,Garden Grove,"172,832",505,6,54,185,260,"3,909",627,"2,778",504,17
,Gilroy,"60,106",251,5,37,69,140,"1,479",186,"1,034",259,23
,Glendale,"202,601",231,5,16,93,117,"3,305",480,"2,562",263,13
,Glendora,"52,211",155,1,21,38,95,"1,501",187,"1,241",73,6
,Goleta,"30,930",40,0,2,6,32,509,114,355,40,0
,Gonzales,"8,408",17,0,1,4,12,73,12,40,21,1
,Grand Terrace,"12,651",37,1,4,8,24,237,55,149,33,4
,Grass Valley,"12,919",73,3,0,6,64,463,76,326,61,1
,Greenfield,"17,809",54,1,9,9,35,165,31,98,36,12
,Gridley,"6,618",29,0,15,3,11,205,47,136,22,3
,Grover Beach,"13,574",13,0,3,1,9,239,56,151,32,1
,Guadalupe,"7,696",15,0,2,3,10,82,32,34,16,2
,Gustine,"5,896",21,0,2,4,15,116,32,54,30,3
,Hanford,"57,232",257,0,18,40,199,"1,242",131,900,211,15
,Hawaiian Gardens,"14,320",76,0,5,24,47,225,68,101,56,3
,Hawthorne,"87,305",636,3,34,190,409,"1,485",199,930,356,7
,Hayward,"161,588",552,5,54,275,218,"4,886",448,"3,197","1,241",27
,Healdsburg,"12,208",17,1,1,3,12,176,17,142,17,0
,Hemet,"86,082",343,5,23,121,194,"2,877",757,"1,547",573,21
,Hercules,"25,789",31,0,5,15,11,341,31,278,32,0
,Hermosa Beach,"19,460",51,0,7,9,35,449,97,326,26,4
,Hesperia,"95,915",462,8,35,111,308,"1,664",443,893,328,17
,Hidden Hills,"1,903",1,0,1,0,0,18,10,7,1,0
,Highland,"55,686",362,7,19,90,246,906,167,511,228,8
,Hillsborough,"11,521",5,0,0,1,4,97,46,49,2,0
,Hollister,"40,399",114,1,15,27,71,311,61,174,76,5
,Holtville,"6,774",14,0,1,2,11,70,13,53,4,4
,Hughson,"7,671",5,0,0,0,5,46,8,29,9,0
,Huntington Beach,"201,843",386,2,61,99,224,"4,144",535,"3,280",329,22
,Huntington Park,"58,181",458,3,31,249,175,"1,595",214,861,520,9
,Huron,"7,359",83,0,1,10,72,56,13,25,18,13
,Imperial,"18,090",5,0,0,1,4,56,10,36,10,0
,Imperial Beach,"27,583",72,0,5,16,51,331,57,195,79,1
,Indian Wells,"5,500",13,0,1,2,10,138,44,89,5,0
,Indio,"92,803",530,1,45,118,366,"1,880",304,"1,218",358,6
,Industry,201,72,0,1,41,30,"1,180",156,899,125,7
,Inglewood,"109,386",671,2,51,358,260,"2,321",308,"1,356",657,8
,Ione,"8,454",11,0,1,1,9,46,9,35,2,0
,Irvine,"292,673",188,1,52,66,69,"3,823",574,"3,086",163,9
,Irwindale,"1,469",26,0,1,8,17,240,73,139,28,3
,Isleton,849,7,1,0,0,6,4,1,2,1,0
,Jackson,"4,797",30,0,3,0,27,133,15,107,11,9
,Jurupa Valley,"110,111",317,6,7,86,218,"2,494",406,"1,346",742,8
,Kensington,"5,407",5,0,1,1,3,48,15,25,8,0
,Kerman,"15,223",23,0,3,4,16,308,58,214,36,0
,King City,"14,170",19,0,3,9,7,148,43,80,25,10
,Kingsburg,"12,123",18,0,2,3,13,219,76,107,36,1
,La Canada Flintridge,"20,223",15,0,2,6,7,323,114,198,11,0
,Lafayette,"26,872",4,0,1,3,0,358,42,286,30,0
,Laguna Beach,"23,020",38,1,17,5,15,326,43,261,22,3
,Laguna Hills,"31,123",32,0,3,15,14,405,82,288,35,2
,Laguna Niguel,"66,671",43,1,9,12,21,607,105,463,39,2
,Laguna Woods,"16,043",7,0,0,2,5,124,20,96,8,0
,La Habra,"62,416",140,0,20,41,79,"1,122",188,789,145,0
,La Habra Heights,"5,357",4,0,0,1,3,79,29,45,5,1
,Lake Elsinore,"70,262",173,3,3,43,124,"2,005",233,"1,409",363,4
,Lake Forest,"86,691",66,1,7,14,44,684,108,503,73,2
,Lakeport,"4,959",34,0,3,7,24,160,29,110,21,0
,Lake Shastina,"2,566",3,0,0,0,3,10,2,6,2,0
,Lakewood,"80,151",222,0,20,104,98,"1,846",303,"1,354",189,3
,La Mesa,"59,865",174,1,22,76,75,"1,000",138,715,147,2
,La Mirada,"48,702",86,0,6,28,52,701,145,463,93,3
,Lancaster,"159,335","1,359",7,114,374,864,"3,346",792,"1,916",638,49
,La Palma,"15,571",17,0,1,7,9,302,41,242,19,1
,La Puente,"39,916",151,3,6,53,89,449,75,248,126,5
,La Quinta,"42,044",68,5,5,17,41,"1,032",158,809,65,1
,La Verne,"32,344",51,1,6,13,31,627,133,447,47,2
,Lawndale,"32,751",125,1,6,40,78,411,83,228,100,4
,Lemon Grove,"27,175",167,2,4,54,107,552,67,365,120,1
,Lemoore,"26,728",126,1,17,14,94,372,71,264,37,6
,Lincoln,"48,625",32,0,4,4,24,468,78,351,39,2
,Lindsay,"13,708",69,0,5,13,51,250,48,119,83,8
,Livermore,"91,418",193,2,30,39,122,"1,554",139,"1,279",136,4
,Livingston,"14,607",40,0,1,11,28,315,85,164,66,0
,Lodi,"67,612",237,3,16,88,130,"1,658",358,"1,016",284,15
,Loma Linda,"24,512",77,0,7,17,53,559,125,336,98,5
,Lomita,"20,553",67,0,4,26,37,254,53,161,40,2
,Lompoc,"42,818",291,7,29,32,223,"1,057",238,583,236,18
,Long Beach,"467,974","2,369",34,249,958,"1,128","11,297","2,185","6,754","2,358",153
,Los Alamitos,"11,541",6,0,1,3,2,130,41,73,16,1
,Los Altos,"30,716",21,0,3,4,14,310,107,181,22,3
,Los Altos Hills,"8,622",3,0,1,0,2,67,29,38,0,0
,Los Angeles,"4,015,546","29,400",258,"2,274","9,652","17,216","95,704","13,809","66,253","15,642","1,672"
,Los Banos,"40,607",143,2,12,36,93,886,231,506,149,5
,Los Gatos,"30,793",14,0,2,6,6,419,57,332,30,0
,Lynwood,"70,619",454,1,21,218,214,"1,419",189,723,507,14
,Madera,"66,250",334,2,32,77,223,"1,301",235,824,242,10
,Malibu,"12,794",44,1,5,16,22,416,86,311,19,3
,Mammoth Lakes,"8,114",42,0,15,1,26,131,17,105,9,2
,Manhattan Beach,"35,583",55,0,5,33,17,851,160,648,43,1
,Manteca,"83,523",199,3,27,66,103,"1,848",239,"1,327",282,18
,Marina,"22,911",43,0,6,10,27,361,67,242,52,1
,Martinez,"38,692",83,0,17,26,40,570,99,386,85,11
,Marysville,"12,572",116,2,20,23,71,541,81,324,136,9
,Maywood,"27,286",90,2,7,23,58,296,60,143,93,3
,McFarland,"15,529",67,3,14,9,41,163,52,53,58,21
,Mendota,"11,433",83,1,4,4,74,155,45,50,60,1
,Menifee,"94,595",145,2,4,47,92,"1,892",269,"1,273",350,0
,Menlo Park,"34,871",50,0,16,13,21,774,110,633,31,0
,Merced,"83,854",540,5,34,103,398,"2,342",396,"1,439",507,70
,Mill Valley,"14,343",20,0,1,9,10,223,36,177,10,1
,Milpitas,"82,344",102,2,15,48,37,"2,193",201,"1,791",201,2
,Mission Viejo,"95,453",65,1,8,22,34,866,121,689,56,5
,Modesto,"216,542","1,758",13,94,399,"1,252","7,183","1,149","4,849","1,185",95
,Monrovia,"36,730",43,1,9,16,17,845,87,686,72,10
,Montague,"1,399",8,0,1,0,7,32,15,13,4,0
,Montclair,"39,787",234,2,35,70,127,"1,469",355,868,246,24
,Montebello,"62,650",178,0,11,90,77,"1,448",480,580,388,81
,Monterey,"28,337",78,0,11,23,44,975,127,774,74,4
,Monterey Park,"60,424",126,0,7,59,60,"1,355",267,929,159,0
,Monte Sereno,"3,507",0,0,0,0,0,12,2,9,1,0
,Moorpark,"36,826",26,0,7,7,12,228,34,183,11,0
,Moraga,"17,908",23,0,1,3,19,124,36,79,9,3
,Moreno Valley,"210,979",847,15,19,290,523,"5,534",966,"3,489","1,079",9
,Morgan Hill,"46,118",52,2,3,14,33,703,102,507,94,0
,Morro Bay,"10,624",21,0,1,3,17,127,15,102,10,0
,Mountain View,"84,599",165,0,20,49,96,"2,463",321,"2,030",112,6
,Mount Shasta,"3,274",12,1,0,2,9,35,5,24,6,0
,Murrieta,"116,413",77,3,19,26,29,"1,512",206,"1,080",226,4
,Napa,"79,526",280,1,66,55,158,"1,232",248,847,137,46
,National City,"61,791",364,0,26,130,208,"1,123",114,735,274,5
,Needles,"5,001",71,1,4,6,60,174,66,97,11,10
,Nevada City,"3,150",15,0,4,1,10,89,26,49,14,1
,Newark,"48,945",85,0,13,40,32,"1,399",187,"1,090",122,6
,Newman,"11,844",16,0,2,3,11,113,25,68,20,1
,Newport Beach,"85,325",135,5,29,32,69,"1,764",273,"1,344",147,7
,Norco,"26,557",49,0,3,14,32,669,136,434,99,0
,Norwalk,"105,067",432,5,21,138,268,"1,571",343,922,306,18
,Novato,"56,134",148,0,6,26,116,890,102,711,77,3
,Oakdale,"23,808",40,1,5,9,25,531,99,342,90,0
,Oakland,"434,036","5,520",78,372,"2,859","2,211","27,868","2,599","20,228","5,041",207
,Oakley,"43,014",51,0,7,17,27,497,74,336,87,3
,Oceanside,"177,129",712,4,97,163,448,"3,736",426,"2,858",452,23
,Ojai,"7,499",8,0,5,0,3,74,15,56,3,1
,Ontario,"183,322",659,10,85,223,341,"4,290",710,"2,652",928,31
,Orange,"139,830",180,3,18,76,83,"2,184",387,"1,546",251,7
,Orange Cove,"9,635",18,0,0,2,16,61,12,38,11,0
,Orinda,"20,071",17,5,2,7,3,195,52,125,18,0
,Orland,"7,679",33,0,4,8,21,134,23,86,25,0
,Oroville,"19,268",122,2,24,30,66,822,176,435,211,19
,Oxnard,"211,349",724,13,62,275,374,"4,242",670,"2,987",585,48
,Pacifica,"38,938",79,1,22,14,42,533,81,408,44,2
,Pacific Grove,"15,605",14,0,1,1,12,169,27,136,6,0
,Palmdale,"157,138",658,8,55,194,401,"2,230",447,"1,384",399,17
,Palm Desert,"53,776",136,3,7,24,102,"1,848",338,"1,382",128,6
,Palm Springs,"48,846",267,7,38,66,156,"1,966",502,"1,210",254,4
,Palo Alto,"66,938",86,1,10,46,29,"1,983",179,"1,722",82,8
,Palos Verdes Estates,"13,400",4,0,0,1,3,88,36,49,3,0
,Paradise,"26,879",22,0,5,1,16,202,83,51,68,1
,Paramount,"54,422",347,4,16,151,176,"1,246",187,775,284,6
,Parlier,"15,384",62,0,2,9,51,179,24,106,49,7
,Pasadena,"141,913",613,4,46,147,416,"2,866",570,"2,036",260,34
,Paso Robles,"32,528",53,0,9,13,31,646,78,523,45,3
,Patterson,"22,584",46,0,6,14,26,434,81,249,104,3
,Perris,"80,500",262,4,6,97,155,"2,071",268,"1,248",555,5
,Petaluma,"62,425",190,3,22,28,137,789,109,626,54,9
,Pico Rivera,"62,880",234,3,16,67,148,"1,052",198,581,273,11
,Piedmont,"11,307",14,0,3,5,6,227,46,162,19,1
,Pinole,"19,439",59,0,2,17,40,866,77,726,63,0
,Pismo Beach,"8,285",29,0,0,6,23,341,89,236,16,1
,Pittsburg,"73,637",446,7,41,157,241,"1,660",256,983,421,19
,Placentia,"51,756",192,0,13,28,151,889,275,511,103,0
,Placerville,"11,123",39,0,2,6,31,281,67,164,50,0
,Pleasant Hill,"35,125",88,0,11,41,36,"1,484",112,"1,276",96,6
,Pleasanton,"84,017",112,0,12,56,44,"1,632",149,"1,386",97,4
,Pomona,"152,776",940,12,101,342,485,"4,208",816,"2,529",863,15
,Porterville,"60,209",192,2,7,47,136,"1,297",213,835,249,3
,Port Hueneme,"22,232",43,0,5,14,24,415,63,305,47,3
,Poway,"49,928",51,2,2,12,35,490,91,354,45,1
,Rancho Cordova,"75,869",225,5,12,56,152,"1,422",233,"1,004",185,4
,Rancho Cucamonga,"179,247",500,4,39,108,349,"3,456",590,"2,560",306,13
,Rancho Mirage,"18,481",45,0,1,7,37,628,120,459,49,0
,Rancho Palos Verdes,"41,961",29,2,3,2,22,313,102,199,12,1
,Rancho Santa Margarita,"48,377",30,0,4,12,14,296,34,250,12,0
,Red Bluff,"14,308",133,1,26,14,92,787,205,467,115,21
,Redlands,"71,941",257,1,40,70,146,"2,108",330,"1,534",244,20
,Redondo Beach,"67,473",160,1,5,53,101,"1,370",260,992,118,1
,Redwood City,"87,427",189,0,32,70,87,"1,343",165,"1,014",164,13
,Reedley,"25,740",117,1,7,12,97,235,69,117,49,5
,Rialto,"103,965",595,8,65,185,337,"3,149",403,"2,179",567,16
,Richmond,"110,988","1,034",16,36,307,675,"4,188",469,"2,480","1,239",36
,Ridgecrest,"29,101",142,3,31,7,101,401,119,243,39,4
,Rio Dell,"3,392",11,1,1,1,8,61,21,36,4,1
,Rio Vista,"9,502",11,0,2,3,6,140,31,87,22,0
,Ripon,"16,103",13,0,6,4,3,248,23,206,19,0
,Riverbank,"25,045",24,1,3,7,13,375,49,273,53,3
,Riverside,"333,260","1,686",17,139,476,"1,054","9,790","1,302","6,997","1,491",75
,Rocklin,"68,554",67,0,22,13,32,983,168,738,77,6
,Rohnert Park,"44,131",267,0,28,28,211,786,93,615,78,8
,Rolling Hills,"1,868",1,0,0,0,1,8,6,2,0,0
,Rolling Hills Estates,"8,151",10,0,0,3,7,126,35,82,9,1
,Rosemead,"54,489",175,1,11,74,89,942,196,552,194,8
,Roseville,"141,744",259,4,32,96,127,"3,154",389,"2,518",247,19
,Ross,"2,470",2,0,0,0,2,25,5,19,1,0
,Sacramento,"513,934","3,223",34,127,"1,039","2,023","16,354","2,993","10,644","2,717",179
,Salinas,"156,943",782,8,66,241,467,"3,532",742,"1,709","1,081",26
,San Bernardino,"216,715","2,858",46,140,906,"1,766","9,081","2,029","4,974","2,078",75
,San Bruno,"43,297",138,0,17,34,87,"1,139",116,948,75,5
,San Clemente,"65,018",87,1,3,29,54,918,160,700,58,4
,Sand City,407,9,0,0,2,7,77,4,70,3,0
,San Diego,"1,441,737","5,215",50,561,"1,346","3,258","27,141","3,543","18,426","5,172",122
,San Dimas,"34,059",78,0,15,15,48,833,113,659,61,1
,San Fernando,"24,621",80,1,4,25,50,243,52,112,79,2
,San Francisco,"886,007","5,933",40,324,"3,055","2,514","48,780","4,644","39,887","4,249",275
,San Gabriel,"40,422",98,0,2,58,38,715,202,468,45,3
,Sanger,"25,443",156,0,9,15,132,304,59,178,67,0
,San Jacinto,"49,452",108,2,1,68,37,"1,637",334,"1,018",285,5
,San Jose,"1,040,008","4,559",32,671,"1,339","2,517","25,164","4,114","14,924","6,126",135
,San Juan Capistrano,"36,209",63,2,4,20,37,297,69,201,27,2
,San Leandro,"90,297",454,0,18,283,153,"4,105",375,"2,941",789,16
,San Luis Obispo,"47,735",192,0,44,34,114,"1,738",277,"1,387",74,25
,San Marcos,"98,598",193,0,17,46,130,955,163,649,143,3
,San Marino,"13,196",14,0,1,3,10,208,77,126,5,0
,San Mateo,"106,020",266,2,45,68,151,"2,217",516,"1,523",178,9
,San Pablo,"31,336",194,2,7,102,83,"1,009",101,589,319,11
,San Rafael,"58,819",230,0,23,87,120,"1,686",299,"1,173",214,13
,San Ramon,"76,387",58,0,4,21,33,"1,099",179,869,51,3
,Santa Ana,"333,664","1,453",13,207,472,761,"6,808",854,"4,611","1,343",49
,Santa Barbara,"91,717",400,2,72,82,244,"2,118",254,"1,686",178,15
,Santa Clara,"131,173",214,0,35,73,106,"4,748",363,"4,013",372,18
,Santa Clarita,"218,103",277,2,49,89,137,"2,059",392,"1,448",219,17
,Santa Cruz,"65,263",389,0,29,88,272,"2,932",348,"2,363",221,34
,Santa Fe Springs,"18,041",105,2,10,42,51,"1,035",205,654,176,6
,Santa Monica,"91,621",664,3,40,247,374,"3,964",577,"3,143",244,19
,Santa Paula,"30,098",91,2,6,21,62,404,103,272,29,3
,Santa Rosa,"177,884",857,3,146,126,582,"2,874",486,"2,077",311,28
,Santee,"58,701",98,0,8,29,61,806,74,659,73,7
,Saratoga,"30,666",16,0,4,2,10,240,104,122,14,5
,Sausalito,"7,118",7,0,0,1,6,258,21,224,13,0
,Scotts Valley,"11,875",13,0,2,1,10,141,31,102,8,2
,Seal Beach,"24,120",19,0,1,10,8,551,62,458,31,0
,Seaside,"34,036",78,3,11,12,52,439,44,329,66,5
,Sebastopol,"7,815",21,0,3,7,11,177,51,110,16,2
,Selma,"24,983",85,3,6,25,51,605,204,280,121,0
,Shafter,"20,456",53,0,3,9,41,513,127,298,88,8
,Sierra Madre,"10,917",15,0,1,0,14,79,29,46,4,0
,Signal Hill,"11,624",95,0,1,27,67,678,110,491,77,3
,Simi Valley,"126,025",146,1,15,35,95,"1,188",208,889,91,7
,Solana Beach,"13,440",13,0,3,4,6,173,39,115,19,0
,Soledad,"26,015",53,0,4,14,35,136,24,83,29,5
,Solvang,"5,962",10,0,0,2,8,68,18,46,4,0
,Sonoma,"11,323",38,0,6,1,31,122,21,95,6,1
,Sonora,"4,867",26,0,6,6,14,269,69,180,20,4
,South El Monte,"20,852",102,1,11,32,58,500,132,254,114,3
,South Gate,"94,445",622,4,21,179,418,"2,754",351,"1,663",740,26
,South Lake Tahoe,"22,116",111,2,10,20,79,449,79,335,35,0
,South Pasadena,"25,612",29,0,2,11,16,566,94,434,38,0
,South San Francisco,"68,251",166,2,19,64,81,"1,484",230,"1,074",180,7
,Stallion Springs,"2,648",7,1,1,0,5,19,5,13,1,0
,Stanton,"38,276",95,3,10,31,51,526,83,344,99,7
,St. Helena,"6,195",12,0,1,1,10,67,21,43,3,0
,Stockton,"313,604","4,380",34,181,"1,158","3,007","12,367","2,209","8,480","1,678",128
,Suisun City,"29,922",114,0,11,35,68,664,69,479,116,11
,Sunnyvale,"154,859",259,0,37,84,138,"3,380",458,"2,598",324,32
,Susanville,"14,878",196,0,7,10,179,207,45,157,5,0
,Sutter Creek,"2,624",3,0,1,0,2,44,8,30,6,2
,Taft,"9,413",67,0,6,4,57,244,70,149,25,0
,Tehachapi,"12,211",60,2,8,7,43,327,70,231,26,0
,Temecula,"116,630",166,1,8,72,85,"2,626",318,"2,018",290,5
,Temple City,"36,192",64,1,7,23,33,331,122,175,34,1
,Thousand Oaks,"127,811",88,0,27,23,38,"1,392",244,"1,084",64,2
,Tiburon,"9,135",0,0,0,0,0,82,13,67,2,0
,Torrance,"145,183",280,3,26,114,137,"2,853",399,"2,161",293,12
,Tracy,"92,895",166,5,35,62,64,"1,843",156,"1,411",276,14
,Truckee,"16,611",31,0,3,4,24,114,36,66,12,1
,Tulare,"65,134",261,4,27,69,161,"1,469",225,951,293,11
,Tulelake,985,3,0,1,0,2,4,1,3,0,0
,Turlock,"74,120",426,1,29,138,258,"2,323",402,"1,483",438,34
,Tustin,"80,356",141,1,16,61,63,"2,118",241,"1,694",183,6
,Twentynine Palms,"26,588",117,0,10,15,92,265,96,134,35,4
,Ukiah,"16,197",110,1,9,24,76,298,117,147,34,23
,Union City,"75,202",277,2,8,79,188,"1,718",192,"1,300",226,9
,Upland,"77,398",298,3,20,107,168,"1,821",368,"1,206",247,11
,Vacaville,"101,147",331,3,47,80,201,"2,442",162,"2,120",160,8
,Vallejo,"122,657","1,037",12,138,336,551,"4,941","2,888","1,148",905,52
,Ventura,"111,596",458,3,56,106,293,"2,969",353,"2,362",254,7
,Vernon,112,27,0,1,12,14,485,133,272,80,5
,Victorville,"123,089",988,5,45,255,683,"2,271",590,"1,061",620,21
,Villa Park,"5,840",4,0,0,0,4,44,9,35,0,0
,Visalia,"134,961",586,4,111,159,312,"3,900",747,"2,627",526,20
,Vista,"102,227",354,2,38,93,221,"1,438",251,945,242,6
,Walnut,"30,108",38,0,4,14,20,386,152,207,27,0
,Walnut Creek,"70,546",120,0,6,40,74,"2,496",307,"2,034",155,4
,Waterford,"9,021",13,0,1,5,7,143,17,76,50,0
,Watsonville,"54,261",328,1,37,53,237,971,148,589,234,8
,Weed,"2,673",34,0,3,4,27,55,8,38,9,0
,West Covina,"106,335",260,6,21,129,104,"2,369",354,"1,660",355,15
,West Hollywood,"37,173",294,0,24,139,131,"1,898",215,"1,566",117,9
,Westlake Village,"8,358",13,0,5,6,2,189,44,140,5,0
,Westminster,"91,086",259,0,19,122,118,"2,611",511,"1,824",276,22
,West Sacramento,"54,372",212,1,34,79,98,"1,603",236,"1,158",209,26
,Wheatland,"3,940",6,0,0,1,5,43,8,26,9,0
,Whittier,"86,158",213,1,27,93,92,"1,901",318,"1,278",305,7
,Wildomar,"37,939",61,0,1,12,48,637,101,375,161,1
,Williams,"5,348",20,0,3,4,13,76,28,34,14,2
,Willits,"4,937",16,0,2,6,8,92,28,51,13,2
,Windsor,"27,981",58,0,8,8,42,257,30,212,15,0
,Winters,"7,374",11,0,0,1,10,115,19,81,15,3
,Woodlake,"7,682",28,0,4,2,22,88,14,61,13,0
,Woodland,"61,176",224,3,18,44,159,"1,488",231,"1,062",195,52
,Yorba Linda,"68,225",42,0,3,17,22,627,140,433,54,1
,Yountville,"2,988",5,0,0,0,5,42,5,36,1,1
,Yreka,"7,527",28,0,0,1,27,235,34,172,29,0
,Yuba City,"67,164",241,3,28,52,158,"1,823",230,"1,334",259,7
,Yucaipa,"53,964",200,3,14,31,152,641,172,365,104,0
,Yucca Valley,"21,858",160,0,9,25,126,292,84,157,51,3
COLORADO,Alamosa,"10,086",63,1,17,5,40,511,94,392,25,5
,Arvada,"122,312",266,1,42,58,165,"3,642",316,"2,951",375,9
,Aspen,"7,461",9,0,2,2,5,240,16,220,4,0
,Aurora,"380,600","2,799",28,438,638,"1,695","11,106","1,554","7,258","2,294",104
,Avon,"6,496",10,0,3,0,7,93,1,82,10,0
,Basalt,"4,209",1,0,0,0,1,10,0,10,0,0
,Bayfield,"2,754",1,0,1,0,0,41,15,26,0,0
,Black Hawk,128,8,0,0,0,8,211,4,200,7,0
,Boulder,"108,519",278,1,41,37,199,"3,284",405,"2,628",251,6
,Bow Mar,959,0,0,0,0,0,10,3,6,1,0
,Breckenridge,"5,079",16,1,4,1,10,189,7,176,6,0
,Brighton,"42,267",138,0,36,5,97,"1,119",93,859,167,3
,Broomfield,"70,798",75,2,13,9,51,"2,046",205,"1,710",131,3
,Buena Vista,"2,857",1,0,0,1,0,23,0,22,1,0
,Burlington,"3,072",14,0,4,0,10,71,10,50,11,0
,Canon City,"16,793",103,3,37,2,61,818,136,635,47,6
,Carbondale,"6,941",9,0,2,0,7,77,4,69,4,0
,Castle Rock,"67,208",30,0,16,4,10,962,96,806,60,2
,Center,"2,312",6,0,4,2,0,63,21,39,3,1
,Cherry Hills Village,"6,734",3,0,2,0,1,74,17,52,5,0
,Colorado Springs,"479,648","2,806",23,431,485,"1,867","17,587","2,400","12,095","3,092",115
,Columbine Valley,"1,519",0,0,0,0,0,7,1,6,0,0
,Commerce City,"60,198",272,5,76,44,147,"1,845",212,"1,258",375,11
,Cortez,"8,748",43,0,10,4,29,282,26,246,10,3
,Craig,"8,886",14,0,2,3,9,251,33,209,9,2
,Crested Butte,"1,708",2,0,0,0,2,11,4,7,0,0
,Cripple Creek,"1,271",8,0,0,0,8,63,11,50,2,1
,Dacono,"6,074",5,0,3,1,1,69,22,40,7,0
,Delta,"8,929",10,0,0,2,8,337,69,244,24,5
,Denver,"728,941","5,459",67,713,"1,205","3,474","27,288","3,967","18,027","5,294",107
,Dillon,981,3,0,0,0,3,25,3,19,3,0
,Durango,"19,271",75,0,13,7,55,611,73,508,30,3
,Eaton,"5,690",3,0,1,0,2,41,2,34,5,0
,Edgewater,"5,363",9,0,2,4,3,352,34,288,30,1
,Elizabeth,"1,424",2,1,1,0,0,15,2,13,0,0
,Englewood,"35,273",72,1,8,19,44,"1,843",108,"1,432",303,13
,Erie,"26,523",28,0,4,3,21,239,33,192,14,3
,Estes Park,"6,406",10,0,0,0,10,58,13,42,3,0
,Evans5,"21,585",47,0,32,4,11,406,61,287,58,7
,Fairplay,773,0,0,0,0,0,11,3,8,0,0
,Firestone,"15,558",6,1,2,0,3,127,16,94,17,4
,Florence,"3,965",3,0,1,0,2,44,3,33,8,0
,Fort Collins,"170,889",371,1,41,36,293,"3,713",350,"3,135",228,7
,Fort Morgan,"11,355",43,0,24,3,16,271,38,203,30,2
,Fountain,"31,041",127,2,23,15,87,665,98,479,88,2
,Fowler,"1,139",0,0,0,0,0,7,4,2,1,0
,Fraser/Winter Park,"2,371",14,0,5,0,9,60,4,53,3,0
,Frederick,"14,238",0,0,0,0,0,14,3,4,7,0
,Frisco,"3,220",11,0,2,0,9,84,2,77,5,0
,Fruita,"13,504",22,1,3,1,17,208,24,174,10,2
,Glendale,"5,289",50,1,5,14,30,936,22,833,81,1
,Glenwood Springs,"10,027",27,0,7,1,19,469,33,416,20,2
,Granby,"2,133",0,0,0,0,0,25,1,23,1,0
,Grand Junction,"63,949",235,3,43,30,159,"2,463",278,"2,034",151,20
,Greeley,"109,255",386,2,71,67,246,"2,542",338,"1,898",306,20
,Green Mountain Falls,714,0,0,0,0,0,2,2,0,0,0
,Gunnison,"6,689",20,0,5,0,15,91,5,78,8,1
,Hayden,"1,992",1,0,0,0,1,30,5,22,3,0
,Holyoke,"2,204",0,0,0,0,0,6,1,5,0,0
,Hotchkiss,932,2,0,2,0,0,20,3,16,1,0
,Hudson,"1,806",7,0,2,1,4,33,3,23,7,1
,Idaho Springs,"1,803",14,0,3,0,11,92,6,78,8,0
,Ignacio,892,4,0,0,0,4,14,3,11,0,0
,Johnstown,"15,547",17,0,5,1,11,291,16,256,19,3
,Kersey,"1,679",3,0,0,0,3,1,0,0,1,0
,Lafayette,"29,522",63,0,28,4,31,731,77,605,49,4
,La Junta,"6,983",32,1,15,3,13,386,83,279,24,1
,Lakeside,8,0,0,0,0,0,205,1,202,2,0
,Lamar,"7,619",0,0,0,0,0,82,15,67,0,0
,La Salle,"2,400",6,0,0,0,6,30,11,16,3,0
,Leadville,"2,785",8,0,3,0,5,27,6,16,5,0
,Limon,"1,929",0,0,0,0,0,2,0,1,1,0
,Littleton,"48,831",43,0,20,13,10,"1,372",211,974,187,6
,Lone Tree,"15,129",47,1,5,10,31,"1,051",40,976,35,3
,Longmont,"97,928",422,1,124,31,266,"2,548",294,"1,935",319,43
,Louisville,"21,532",16,0,5,0,11,301,40,244,17,3
,Loveland,"78,856",222,0,54,18,150,"1,571",157,"1,289",125,10
,Mancos,"1,429",2,0,0,0,2,17,3,13,1,0
,Manitou Springs,"5,388",5,1,1,0,3,72,12,53,7,0
,Mead,"4,924",4,0,4,0,0,55,6,38,11,0
,Meeker,"2,238",5,0,2,0,3,22,1,21,0,1
,Milliken,"7,978",1,0,1,0,0,29,3,20,6,1
,Monte Vista,"4,084",19,0,4,2,13,157,25,123,9,2
,Montrose,"19,564",40,0,0,9,31,689,68,571,50,5
,Mountain View,541,0,0,0,0,0,11,0,10,1,0
,Mountain Village,"1,450",1,0,0,0,1,19,0,15,4,0
,Mount Crested Butte,859,7,0,2,0,5,15,0,14,1,0
,Nederland,"1,560",2,0,0,0,2,4,0,3,1,0
,New Castle,"5,095",4,0,0,0,4,46,5,39,2,1
,Northglenn,"39,420",180,1,48,21,110,"1,229",119,868,242,12
,Oak Creek,975,4,0,3,0,1,7,0,6,1,0
,Olathe,"1,824",0,0,0,0,0,6,1,2,3,0
,Pagosa Springs,"2,044",5,0,1,0,4,44,7,36,1,0
,Palisade,"2,723",6,0,3,0,3,34,4,30,0,0
,Parachute,"1,125",16,0,4,0,12,34,6,18,10,1
,Parker,"57,050",55,1,12,5,37,826,150,610,66,3
,Platteville,"3,922",5,0,2,0,3,55,7,36,12,0
,Pueblo6,"112,381",,5,110,,481,"4,801",894,"3,208",699,61
,Rangely,"2,278",3,0,1,0,2,5,1,4,0,0
,Rifle,"9,782",38,1,6,3,28,221,25,180,16,4
,Salida,"6,061",5,0,0,0,5,184,7,166,11,0
